,image,missed_detections,false_positives,matches,image_with_boxes,human_boxes,model_boxes
80,2835907.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
13        5273821   2849   3244   2233   2376              3   

    microscope_image_id  
13              2835907  ","Empty DataFrame
Columns: [x_center_normalised, y_center_normalised, width_normalised, height_normalised, confidence, x_min, y_min, x_max, y_max]
Index: []",15,output_images_run_5/2835907.jpg,"[[151, 2343, 254, 2625], [924, 2356, 1133, 2724], [2301, 2386, 2547, 2605], [111, 932, 559, 1081], [181, 182, 317, 375], [1293, 2473, 1495, 2550], [384, 632, 668, 728], [121, 2220, 390, 2372], [264, 2336, 383, 2635], [2079, 2200, 2301, 2376], [1482, 1885, 1784, 2034], [1442, 1765, 1737, 1878], [1624, 1111, 1774, 1373], [2849, 2233, 3244, 2376], [864, 2800, 1128, 2896], [1148, 2744, 1408, 2860]]","[[1142.4040522277355, 2742.334172129631, 1397.29786875844, 2853.5497504472733], [376.9068861901761, 626.3066193461418, 683.9290722906588, 727.3802331089973], [126.20363800227635, 2224.294709265232, 378.82450582086994, 2374.5940312743187], [99.36041575670222, 950.686202943325, 479.7527498602865, 1064.4483509659767], [2063.9724289029837, 2198.843128681183, 2303.0066150575876, 2384.745967388153], [2286.4965314269066, 2368.734440803528, 2560.1650019288063, 2632.2398138046265], [858.0406848192215, 2800.2118867635722, 1132.7623068094251, 2897.2179991006847], [155.00305514037606, 2346.056182384491, 273.2725565582511, 2631.962444782257], [1458.4548591971395, 1783.424909710884, 1752.4243431687353, 1891.473371386528], [936.2467926442624, 2353.0235332250595, 1140.0824953615665, 2657.454200387001], [177.9044764190909, 193.35379600524885, 308.4618834704156, 386.91642284393276], [1286.4803207069638, 2464.2472994327545, 1486.0069415420292, 2548.6171758174896], [260.47975393384684, 2346.8641901016235, 343.8133118525143, 2624.401545524597], [1486.763571202755, 1896.3492146134377, 1842.2743325829506, 2015.7265338301659], [1628.365371868014, 1121.9645357131956, 1747.5133255273101, 1367.9750490188596]]"
81,563273.jpg,"Empty DataFrame
Columns: [prediction_id, x_min, x_max, y_min, y_max, spore_type_id, microscope_image_id]
Index: []","   x_center_normalised  y_center_normalised  width_normalised  \
6             0.971466             0.033027          0.056961   

   height_normalised  confidence        x_min  y_min       x_max       y_max  
6           0.066053    0.776203  3824.748301    0.0  4055.78248  200.801967  ",16,output_images_run_5/563273.jpg,"[[315, 1318, 618, 1425], [2322, 2410, 2440, 2728], [717, 933, 912, 1071], [1942, 873, 2072, 1118], [1895, 2812, 2015, 3041], [237, 67, 547, 231], [347, 513, 662, 701], [63, 672, 383, 815], [824, 1428, 936, 1751], [3837, 1344, 3996, 1537], [3542, 2478, 3667, 2770], [832, 1448, 936, 1748], [264, 72, 536, 228], [360, 520, 644, 696], [68, 684, 380, 804], [-4, 1440, 188, 1592]]","[[360.95115762948984, 519.7467908263205, 654.9634324908252, 699.1023865342138], [74.00025594234441, 680.5332484841347, 382.059788703918, 806.4509138464927], [260.13506591320044, 71.86868399381629, 541.8127459287641, 224.80221897363634], [826.7423371374608, 1436.6714805364609, 936.9338644444941, 1751.7460876703262], [3532.369355455041, 2475.3707122802734, 3652.4550521224737, 2769.113883972168], [330.4034939110278, 1320.6983757019043, 598.7631441056724, 1421.2763786315918], [3824.748301148415, 0.0, 4055.782479643822, 200.80196738243077], [0.06497204303725976, 1421.8655556440353, 188.38379457592924, 1586.0948115587234], [2314.53283303231, 2411.0351532697678, 2432.280389852822, 2724.54321205616], [3817.7910418957467, 1345.211763381958, 3980.5469011813398, 1540.2488899230955], [1899.2792430594563, 2810.4157757759094, 2009.5210632607336, 3030.5288195610046], [1953.9462969973683, 871.1695766448975, 2049.1119438931346, 1113.1323051452637], [720.0158519893882, 929.3803843855858, 909.083605751395, 1069.4026699662209]]"
82,557732.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
13        1429471   2312   2491   3013   3295              3   
16        1429460   3726   3903    883    955              3   

    microscope_image_id  
13               557732  
16               557732  ","    x_center_normalised  y_center_normalised  width_normalised  \
16             0.043304             0.958589          0.039274   
17             0.008016             0.759514          0.016032   

    height_normalised  confidence      x_min        y_min       x_max  \
16           0.056947    0.340970  95.993066  2827.552373  255.289043   
17           0.039950    0.271353   0.000000  2248.199084   65.027383   

          y_max  
16  3000.671027  
17  2369.647328  ",16,output_images_run_5/557732.jpg,"[[3240, 868, 3380, 1072], [1356, 1932, 1464, 2236], [412, 1484, 716, 1760], [672, 100, 1012, 260], [3216, 1616, 3552, 1784], [2932, 1384, 3280, 1632], [1260, 12, 1500, 308], [3196, 1824, 3448, 2132], [2268, 344, 2544, 568], [2696, 832, 3048, 976], [2360, 92, 2656, 248], [3935, 1707, 4135, 1854], [2676, 2593, 2877, 2683], [2312, 3013, 2491, 3295], [3819, 1585, 4072, 1686], [222, 1501, 394, 1796], [3726, 883, 3903, 955], [3296, 2068, 3394, 2340]]","[[432.1105940937996, 1478.2474797964098, 720.1404849886892, 1760.8008295297623], [2690.9580459594727, 834.6724304556847, 3057.5923233032227, 984.4909206032753], [688.6033423841, 100.51381915807711, 1018.5466982424259, 263.329084217548], [2929.312110811472, 1389.8499089479446, 3294.9844695031643, 1632.0427817106247], [1262.3459038138392, 14.459632635116513, 1514.106164038181, 318.1090867519377], [3194.10493183136, 1820.9486281871796, 3438.939414024353, 2137.073527574539], [3212.279803186655, 1614.6046370267868, 3577.010278791189, 1788.4247094392776], [2267.0415446162224, 336.3619774580001, 2547.6665566563606, 563.9518672227857], [2360.021373331547, 88.2637390494344, 2652.64076846838, 255.86707383394216], [1351.2506859898567, 1922.6445895433426, 1461.0369388461113, 2241.6169041395187], [3235.2593193501234, 859.0256333351136, 3375.141151383519, 1081.1512446403501], [231.0276284068823, 1514.1195094585419, 388.51851595938183, 1794.6085369586945], [3917.6965655386443, 1695.8985903859138, 4055.9365540444846, 1847.877845466137], [3808.886842489242, 1583.5924315452576, 4055.99987912178, 1685.2049851417542], [2672.677285283804, 2585.3236454725266, 2864.3332985937595, 2679.456952214241], [3280.775491654873, 2082.6932311058044, 3403.879985868931, 2335.351450443268], [95.99306586384742, 2827.5523728132252, 255.2890429794785, 3000.6710273027425], [0.0, 2248.1990844011307, 65.02738259732683, 2369.6473282575607]]"
83,559620.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
10        1436439   1922   2259   1868   2018              3   

    microscope_image_id  
10               559620  ","   x_center_normalised  y_center_normalised  width_normalised  \
9             0.070074             0.960748          0.054815   

   height_normalised  confidence       x_min        y_min       x_max  \
9            0.03392    0.435099  173.055046  2869.115082  395.384633   

         y_max  
9  2972.231048  ",11,output_images_run_5/559620.jpg,"[[572, 1888, 828, 2180], [490, 2424, 647, 2751], [504, 1719, 647, 2070], [1877, 1576, 2211, 1837], [2948, 811, 3399, 944], [3552, 874, 3865, 982], [1012, 1503, 1151, 1799], [403, 1983, 588, 2310], [275, 1875, 476, 2150], [101, 2000, 355, 2271], [1922, 1868, 2259, 2018], [3664, 2841, 3907, 3012]]","[[571.6654052138329, 1881.8069273233414, 838.6988702416418, 2175.2352899312973], [511.9202610477804, 2425.9601479768753, 636.0077293887731, 2751.189414858818], [1876.7257281839848, 1579.1363281011581, 2154.9219039380546, 1839.534040093422], [3662.1661514192815, 2842.4109753966336, 3869.4293409436937, 3005.209321081639], [399.2176058292386, 1989.6401369571686, 567.7582283020014, 2325.1817739009857], [473.0140308737754, 1708.1346106529236, 626.2023337483404, 2079.0909218788147], [94.77894991636248, 1993.1303751468658, 370.4525181055064, 2265.3766095638275], [286.71561223268486, 1873.0318081378937, 480.0467256903645, 2148.8206470012665], [2952.143075197935, 817.1867099404335, 3376.119894772768, 951.4220032095906], [173.0550462305547, 2869.115082323551, 395.3846330344676, 2972.2310480475426], [482.27615068852884, 1819.6232998371124, 626.5056700855488, 2072.4050509929657], [3542.4618935286994, 868.5720562934875, 3872.317370921373, 980.1229643821716], [990.9495283216236, 1501.7951041460037, 1128.3669556528328, 1788.9475792646408]]"
84,557702.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
10        1429537   3187   3401   1161   1349              3   

    microscope_image_id  
10               557702  ","    x_center_normalised  y_center_normalised  width_normalised  \
7              0.983277             0.469103          0.033446   
10             0.245172             0.500334          0.078232   

    height_normalised  confidence        x_min        y_min        x_max  \
7            0.078912    0.704751  3920.341290  1306.127827  4055.999985   
10           0.048845    0.605449   835.763282  1446.770501  1153.072175   

          y_max  
7   1546.019189  
10  1595.259280  ",13,output_images_run_5/557702.jpg,"[[1312, 692, 1480, 944], [24, 2884, 408, 3012], [1208, 1780, 1428, 2036], [1068, 436, 1444, 604], [2220, 348, 2440, 452], [1272, 2072, 1496, 2224], [1900, 2044, 2196, 2188], [1172, 2392, 1588, 2592], [1841, 2700, 1989, 2924], [564, 2903, 791, 3064], [3187, 1161, 3401, 1349], [3546, 1557, 3836, 1657], [1388, 1705, 1530, 1900], [1467, 1892, 1657, 2027]]","[[1167.8976011574268, 2396.6933900117874, 1590.2235264480114, 2596.53935611248], [1221.1690178364513, 1789.6055209636688, 1431.4317097216842, 2044.7550785541534], [1067.0145429074762, 433.11702847480774, 1445.3408567011354, 612.0020186901091], [1896.5372755229473, 2045.876966714859, 2190.5482509434223, 2184.913228750229], [2218.3957823216915, 347.5358483195303, 2455.5530168116093, 446.40654593706114], [1275.2415775805712, 2076.869302690029, 1508.6781049221754, 2223.832201063633], [3552.6741690337662, 1555.4026755690575, 3824.4790902435784, 1659.0758934617043], [3920.3412903249264, 1306.127827167511, 4055.9999848902225, 1546.0191893577576], [27.47897368669507, 2874.6391108632088, 402.3061954379082, 3003.969688117504], [1456.3678967356682, 1887.316290140152, 1647.451400578022, 2037.1262300014496], [835.7632822394369, 1446.7705011367798, 1153.0721746087072, 1595.259280204773], [1384.824671924114, 1713.9040380716324, 1513.8340671658514, 1889.4300454854965], [1293.3405071943998, 680.4696762561797, 1488.773738220334, 942.6978290081021], [565.7945993989706, 2902.0555528998375, 789.9515777975319, 3039.338757097721], [1836.562156766653, 2693.448833227158, 1977.6417559683323, 2920.553814172745]]"
85,558306.jpg,"   prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
8        1424237   3712   3928   2000   2100              3   

   microscope_image_id  
8               558306  ","    x_center_normalised  y_center_normalised  width_normalised  \
11             0.267496             0.564284          0.040181   
15             0.896478             0.014474          0.026651   

    height_normalised  confidence        x_min        y_min        x_max  \
11           0.100112    0.576465  1003.476554  1563.251935  1166.450916   
15           0.028949    0.327017  3582.066656     0.000000  3690.163825   

          y_max  
11  1867.592773  
15    88.004841  ",14,output_images_run_5/558306.jpg,"[[3585, 2859, 3823, 3006], [3330, 2465, 3718, 2590], [3163, 1917, 3316, 2188], [3371, 1728, 3485, 1936], [3025, 1504, 3357, 1748], [1617, 1953, 1966, 2047], [814, 2565, 950, 2964], [3036, 2507, 3360, 2684], [3712, 2000, 3928, 2100], [2385, 2742, 2554, 2970], [3280, 842, 3668, 997], [3230, 2188, 3468, 2371], [2379, 2615, 2629, 2848], [1795, 2282, 1972, 2487], [3889, 279, 4078, 393]]","[[3012.797469109297, 1509.300228357315, 3344.08946326375, 1755.5930936336517], [3321.77025192976, 2460.900632441044, 3704.5895789265633, 2589.8125061392784], [3278.7560698986053, 852.5889268517494, 3666.0370724201202, 976.5205702185631], [1599.0923009812834, 1947.0064389705658, 1964.6098751127718, 2057.031341791153], [3219.0774276405573, 2183.936695456505, 3453.311811670661, 2379.416919350624], [3038.4194360375404, 2514.546940624714, 3339.157979428768, 2683.3157417178154], [3575.4072673916817, 2852.9863715171814, 3806.4602424502373, 2998.8174271583557], [816.7464185357094, 2560.5540549755096, 939.4361795783043, 2945.7611000537872], [3873.818421542644, 284.5389810204504, 4055.3716447949405, 393.0992254614828], [1792.0281426608562, 2280.6549179553986, 1970.5518253147602, 2472.474011182785], [3159.0483140945435, 1926.4214152097702, 3286.2184867858887, 2186.078661084175], [1003.4765537381173, 1563.2519346475601, 1166.4509155154226, 1867.5927728414536], [2372.5989711731672, 2745.6066328287125, 2537.9544374495745, 2973.781928420067], [2378.607177749276, 2609.33377802372, 2615.3178729861975, 2846.7329639196396], [3369.290660664439, 1732.8328317403793, 3468.4730379134417, 1940.5865103006363], [3582.066656269133, 0.0, 3690.163824878633, 88.00484091043442]]"
86,563379.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
10        1428917   3591   3840   2082   2168              3   

    microscope_image_id  
10               563379  ","    x_center_normalised  y_center_normalised  width_normalised  \
9              0.442075             0.031105          0.034403   
10             0.981249             0.919754          0.037502   

    height_normalised  confidence        x_min        y_min        x_max  \
9            0.062077    0.647403  1723.285636     0.202228  1862.824461   
10           0.045231    0.616730  3903.891638  2727.301568  4056.000000   

          y_max  
9    188.915597  
10  2864.803286  ",20,output_images_run_5/563379.jpg,"[[3320, 2111, 3668, 2245], [1099, 1155, 1444, 1332], [2521, 864, 2882, 1187], [1076, 1809, 1426, 2004], [3461, 2084, 3563, 2381], [2042, 1057, 2353, 1214], [1358, 1916, 1576, 2277], [3813, 2136, 3954, 2375], [2171, 603, 2566, 746], [1547, 1859, 1685, 2245], [3591, 2082, 3840, 2168], [822, 851, 967, 1239], [2848, 1132, 3070, 1239], [1092, 1808, 1428, 2000], [828, 836, 968, 1228], [1380, 1904, 1580, 2272], [1552, 1896, 1664, 2232], [2160, 608, 2552, 752], [2052, 1056, 2344, 1224], [1108, 1168, 1424, 1328], [2512, 864, 2876, 1188]]","[[2043.7633206546307, 1055.7274779677393, 2344.69239833951, 1224.973577558994], [2519.002583563328, 862.9746651649474, 2876.184969842434, 1191.0344958305357], [1103.5679805278778, 1160.9121090173724, 1426.9297893047328, 1327.3287433385847], [2152.7504022717476, 609.484134912491, 2547.363212764263, 748.0134952068328], [1082.6161285042765, 1801.8297690153122, 1426.6786345839498, 2009.731758236885], [1364.7400455772874, 1909.541893005371, 1582.0744003951547, 2282.0247077941895], [1542.4125264734032, 1875.9703320264816, 1679.7134272009132, 2230.8763629198074], [819.0157106816766, 850.5890488624573, 970.2521022856233, 1228.4861540794373], [3323.4592228531837, 2113.730447590351, 3621.22754663229, 2237.3937818408012], [1723.2856359779837, 0.2022284269331831, 1862.8244609534738, 188.91559720039345], [3903.8916382491593, 2727.3015683889384, 4056.0, 2864.803286194801], [3799.5624552816153, 2108.287861943245, 3947.866416826844, 2380.33058822155], [2844.7642102986574, 1133.8092076778412, 3058.7307619303465, 1231.6923868656158], [3447.927990205586, 2165.8495330810547, 3569.8359486982226, 2388.1114959716797]]"
87,584420.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
11        1450567    357    534    642    740              3   
13        1450566   2657   2839   1757   1916              3   
16        1450568    812   1010    808    915              3   

    microscope_image_id  
11               584420  
13               584420  
16               584420  ","    x_center_normalised  y_center_normalised  width_normalised  \
5              0.097037             0.029141          0.046159   
15             0.011829             0.662297          0.023633   

    height_normalised  confidence       x_min        y_min       x_max  \
5            0.058282    0.765248  299.969305     0.000000  487.192019   
15           0.036698    0.356120    0.049537  1957.603177   95.903435   

          y_max  
5    177.177198  
15  2069.164459  ",15,output_images_run_5/584420.jpg,"[[3212, 1760, 3492, 1872], [1300, 1520, 1568, 1632], [248, 408, 552, 560], [2728, 2872, 3024, 3020], [3228, 832, 3464, 940], [88, 1900, 468, 2044], [464, 524, 576, 728], [3308, 620, 3484, 880], [304, 1360, 452, 1524], [1672, 316, 1960, 424], [3187, 1808, 3466, 1896], [357, 642, 534, 740], [3827, 613, 4073, 740], [2657, 1757, 2839, 1916], [3093, 2202, 3264, 2378], [3568, 649, 3896, 853], [812, 808, 1010, 915], [3038, 1752, 3226, 1868]]","[[3557.0673519372945, 652.6092761754988, 3875.7130969762807, 844.5295006036757], [98.35263893008238, 1892.135910987854, 464.003723055124, 2042.0858716964722], [252.21429392695393, 397.7470251917841, 549.3179990351197, 564.5905736088752], [1301.0490699112415, 1513.566283285618, 1593.7161817252636, 1628.6004647612572], [3817.822273805737, 613.2556548714637, 4056.0, 758.9078792929646], [299.96930462121964, 0.0, 487.19201856851566, 177.1771979331968], [1671.7914086580274, 316.8860164284706, 1959.5663069486616, 422.02320188283915], [3298.416557237506, 620.911994576454, 3483.860653951764, 886.4477151632308], [302.2753437459468, 1363.4401017427447, 454.06227520108183, 1522.334024310112], [3223.5808892548084, 1751.0535144805908, 3513.759118527174, 1858.8790798187256], [462.0232883021234, 523.1759369373322, 577.4467195942996, 729.3799865245818], [2756.4138889610767, 2867.973466217518, 3024.114571541548, 3013.511309325695], [3234.386850580573, 831.7911425232888, 3465.115373387933, 941.6704186797141], [3195.3251067996025, 1751.9894480705261, 3516.179840862751, 1891.6739010810852], [3086.141545191407, 2202.2447779774666, 3262.237494572997, 2374.6693417429924], [0.04953740537183482, 1957.603176832199, 95.9034346640108, 2069.16445851326], [3027.130392462015, 1757.5417548418045, 3394.8064285218716, 1898.1477135419846]]"
88,2835856.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
7         5273831   1448   1588    511    740              3   
10        5273836    181    366   2588   2711              3   
13        5273842   3699   3874   2462   2555              3   

    microscope_image_id  
7               2835856  
10              2835856  
13              2835856  ","Empty DataFrame
Columns: [x_center_normalised, y_center_normalised, width_normalised, height_normalised, confidence, x_min, y_min, x_max, y_max]
Index: []",15,output_images_run_5/2835856.jpg,"[[71, 474, 366, 584], [821, 112, 1067, 288], [1820, 79, 2115, 258], [1409, 1446, 1664, 1659], [466, 2903, 785, 3003], [3473, 2509, 3669, 2844], [337, 620, 688, 720], [1448, 511, 1588, 740], [2152, 477, 2424, 783], [1246, 1689, 1518, 1881], [181, 2588, 366, 2711], [1538, 2230, 1677, 2472], [3543, 1825, 3765, 1974], [3699, 2462, 3874, 2555], [2925, 2177, 3234, 2296], [3240, 2328, 3372, 2668], [1, 252, 144, 496], [260, 2028, 592, 2156]]","[[253.75818076729763, 2029.4836896657944, 596.5933196246623, 2151.1914545297623], [324.2604930102823, 609.4885289669036, 707.8961408436294, 719.4255506992338], [3239.483801588416, 2318.814539909363, 3368.194008126855, 2673.2027292251587], [1.6069777160884215, 242.9998952150345, 148.90066932141764, 490.17807185649855], [3478.794640213251, 2496.0822010040283, 3660.604215949774, 2894.6249294281006], [806.2118968069553, 100.81540644168845, 1062.5056644380093, 290.2065128087997], [483.26296269893646, 2894.475927948952, 755.2726818323135, 3002.7415555715565], [79.00890541076657, 472.6296001672745, 353.03345292806614, 592.5259727239609], [1424.2318252176046, 1426.0901445150378, 1674.1336885839696, 1665.9898191690445], [2142.672452688217, 503.09588968753815, 2415.9532063007355, 777.1933120489119], [1559.755638577044, 2234.0045219659805, 1655.1589622721071, 2460.4810851812363], [1214.104766249657, 1697.0762422680855, 1513.1793605089185, 1879.6039602160454], [2861.5595211982727, 2176.5211737155914, 3194.872992038727, 2291.7269837856293], [1846.9163584113123, 96.40513479709624, 2116.1432796120644, 307.3784321546554], [3533.58984772861, 1814.7872239351273, 3762.308105304837, 1976.296016573906]]"
89,1606985.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
5         2870287   1774   1889   2428   2498              3   
6         2870292   2708   2932   2802   2922              3   
7         2870288   2358   2508   2432   2517              3   
8         2870290   2285   2383   2308   2453              3   
11        2870289   2480   2595   2517   2557              3   

    microscope_image_id  
5               1606985  
6               1606985  
7               1606985  
8               1606985  
11              1606985  ","   x_center_normalised  y_center_normalised  width_normalised  \
7             0.013366             0.728948          0.026486   

   height_normalised  confidence     x_min        y_min      x_max  \
7           0.055649    0.625861  0.500001  2131.416449  107.92894   

         y_max  
7  2300.589548  ",7,output_images_run_5/1606985.jpg,"[[1052, 2488, 1380, 2632], [848, 2848, 1020, 3040], [2592, 2516, 2796, 2660], [3196, 52, 3328, 288], [164, 1104, 520, 1328], [1774, 2428, 1889, 2498], [2708, 2802, 2932, 2922], [2358, 2432, 2508, 2517], [2285, 2308, 2383, 2453], [3544, 2220, 3775, 2376], [3673, 1083, 4071, 1171], [2480, 2517, 2595, 2557]]","[[163.38753864169095, 1108.441980481148, 518.0393696129318, 1320.9765261411665], [3685.410541981458, 1072.6438796520235, 4055.2975011169906, 1195.1748955249784], [1065.5544397830963, 2485.9344720840454, 1377.8230125904083, 2629.3207120895386], [3536.47082144022, 2201.8407741189003, 3775.742306649685, 2354.9552807211876], [3205.5496098920703, 57.782902717590375, 3320.6543457582593, 283.29478979110706], [847.4685019701719, 2841.0490846633907, 1014.2651992589231, 3037.027354240417], [2571.274979531765, 2508.9584282040596, 2791.817956030369, 2655.7975456118584], [0.5000014230605774, 2131.4164486527443, 107.92894012480934, 2300.5895480513573]]"
90,1953555.jpg,"   prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
6        4367276   1112   1291   1742   1914              3   

   microscope_image_id  
6              1953555  ","    x_center_normalised  y_center_normalised  width_normalised  \
10             0.716774             0.496889          0.047300   
12             0.753855             0.635637          0.068761   
13             0.123549             0.757289          0.033628   
14             0.629054             0.710128          0.055666   

    height_normalised  confidence        x_min        y_min        x_max  \
10           0.146056    0.494999  2811.309879  1288.536479  3003.159735   
12           0.052565    0.446361  2918.189773  1852.438965  3197.084323   
13           0.088018    0.435248   432.917562  2168.369240   569.313553   
14           0.041147    0.346274  2438.551231  2096.244178  2664.332480   

          y_max  
10  1732.546618  
12  2012.235356  
13  2435.944934  
14  2221.331582  ",11,output_images_run_5/1953555.jpg,"[[624, 1755, 922, 2044], [1035, 2432, 1165, 2737], [2698, 2708, 2870, 2986], [1828, 2090, 2256, 2389], [1699, 2140, 1898, 2485], [1088, 1612, 1423, 1755], [1112, 1742, 1291, 1914], [790, 2455, 1062, 2545], [673, 2515, 946, 2638], [3348, 2177, 3501, 2509], [2326, 1855, 2638, 1974], [491, 13, 843, 106]]","[[610.8146270513535, 1748.6651194095612, 949.6920014619825, 2042.77073264122], [518.4758910834789, 0.0, 859.7253494560716, 111.56747639179187], [1099.3249434828758, 1640.9017956256866, 1407.6165624260902, 1759.9865138530731], [702.9640148431059, 2535.2500687539577, 953.3095919340846, 2625.595287233591], [3339.9615022838116, 2193.5081124305725, 3489.4964120686054, 2511.7051482200623], [814.4770055115225, 2453.1848314404488, 1084.336693972349, 2557.504903972149], [2714.0617191642523, 2743.61980676651, 2854.4816405922174, 2996.45868062973], [1811.2653975784776, 2072.329672574997, 2174.175084561109, 2364.449807405472], [2311.8979107141495, 1864.9664136767387, 2620.5407413244247, 1979.0694406628609], [1027.4335478469732, 2447.5464272499084, 1123.3277126625178, 2720.6900000572205], [2811.309878692031, 1288.5364794731142, 3003.1597353368998, 1732.5466179847717], [1704.4941006079316, 2104.7490060329437, 1811.3784980401397, 2437.3352110385895], [2918.1897734105587, 1852.4389645457268, 3197.084323078394, 2012.2353556752205], [432.91756197810196, 2168.369240164757, 569.3135532438753, 2435.944934487343], [2438.551230803132, 2096.2441778182983, 2664.332480058074, 2221.331582069397]]"
91,557636.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
7         1429665   2264   2634   2997   3115              3   
9         1429674   3980   4082    466    700              3   
10        1429666   2498   2813   2942   3049              3   

    microscope_image_id  
7                557636  
9                557636  
10               557636  ","    x_center_normalised  y_center_normalised  width_normalised  \
5              0.598685             0.014946          0.128458   
6              0.711666             0.026965          0.061100   
10             0.304582             0.016693          0.073033   
12             0.018257             0.367390          0.036513   
14             0.776160             0.285704          0.053815   
15             0.778519             0.011612          0.062628   

    height_normalised  confidence        x_min        y_min        x_max  \
5            0.029805    0.764350  2167.754985     0.130349  2688.779881   
6            0.053929    0.760388  2762.607440     0.000000  3010.429956   
10           0.033386    0.690482  1087.272720     0.000000  1383.493803   
12           0.067576    0.492063     0.000000  1014.150431   148.098197   
14           0.110331    0.334375  3038.967279   700.837738  3257.241688   
15           0.023225    0.325660  3030.662348     0.000000  3284.680674   

          y_max  
5     90.738888  
6    163.944424  
10   101.493359  
12  1219.582803  
14  1036.244677  
15    70.603021  ",10,output_images_run_5/557636.jpg,"[[3072, 2912, 3524, 3040], [3036, 488, 3336, 640], [2100, 132, 2304, 352], [2852, 1440, 3104, 1648], [2644, 2668, 2932, 2820], [2212, 80, 2484, 304], [2724, 144, 2904, 516], [2264, 2997, 2634, 3115], [1745, 112, 1937, 259], [3980, 466, 4082, 700], [2498, 2942, 2813, 3049], [2918, 679, 3077, 833], [3877, 2593, 4066, 2798]]","[[3060.3195625841618, 479.1538366675377, 3349.1232856214046, 644.5955911278724], [2220.4533562660217, 77.86421835422517, 2487.889647960663, 305.67553222179396], [2855.615440517664, 1448.2268697023392, 3114.069060176611, 1653.9643114805222], [2721.8806059211493, 135.17300486564645, 2905.4497001320124, 508.39347720146174], [3858.725007981062, 2585.883955359459, 4055.9398479759693, 2820.87297976017], [2167.7549854516983, 0.13034939765915937, 2688.7798808813095, 90.73888838291147], [2762.607439622283, 0.0, 3010.429955855012, 163.94442379474629], [3068.065076261759, 2914.522725343704, 3326.0489631593227, 3035.8564746379852], [2098.2952629625797, 108.43093693256368, 2316.7691367566586, 356.6343778371809], [2916.5670664161444, 677.087245285511, 3091.9425513893366, 847.6327845454216], [1087.2727201581001, 0.0, 1383.4938027262688, 101.49335920810698], [2642.368356049061, 2667.12138056755, 2945.4110800623894, 2816.464644670486], [0.0, 1014.1504311561584, 148.09819659590667, 1219.582803249359], [1743.194920912385, 110.24257272481923, 1925.82651387155, 263.79639416933054], [3038.967278793454, 700.8377379179001, 3257.241688415408, 1036.244676709175], [3030.6623482704163, 0.0, 3284.6806740760803, 70.60302078723872]]"
92,563527.jpg,"Empty DataFrame
Columns: [prediction_id, x_min, x_max, y_min, y_max, spore_type_id, microscope_image_id]
Index: []","    x_center_normalised  y_center_normalised  width_normalised  \
5              0.014801             0.818510          0.029601   
9              0.019495             0.614704          0.038990   
12             0.986997             0.065390          0.026006   

    height_normalised  confidence        x_min        y_min        x_max  \
5            0.099758    0.765944     0.000000  2336.639452   120.061778   
9            0.061876    0.628872     0.000000  1774.647169   158.144597   
12           0.043134    0.319102  3950.520479   133.221065  4056.000000   

          y_max  
5   2639.903860  
9   1962.750330  
12   264.348358  ",15,output_images_run_5/563527.jpg,"[[1321, 139, 1444, 476], [3090, 2064, 3240, 2208], [322, 1064, 601, 1389], [1753, 2291, 1879, 2530], [62, 2005, 187, 2370], [2802, 1555, 3068, 1886], [3179, 2067, 3283, 2257], [3847, 2294, 3976, 2481], [3166, 418, 3669, 691], [3249, 1212, 3473, 1371], [316, 1064, 600, 1372], [1312, 160, 1424, 460], [72, 2024, 184, 2364], [2820, 1564, 3052, 1840], [3252, 420, 3568, 656]]","[[3244.6159357130527, 420.2816784381865, 3638.9040370881557, 659.5988690853118], [2818.041428089142, 1562.0127093791962, 3045.7948508262634, 1859.4792759418488], [1317.38519089669, 149.027628302574, 1432.5824590399861, 454.5947700738903], [62.203282088041405, 2024.7415083646774, 190.7053514420985, 2367.4545365571976], [322.2467072010039, 1062.01611161232, 602.4030743837353, 1385.3917443752289], [0.0, 2336.639451980591, 120.06177788972846, 2639.903860092163], [1768.4227304086087, 2280.392192006111, 1876.283083476126, 2516.495720744133], [3161.4826805591583, 2069.148569703102, 3267.289078474045, 2290.6786054372787], [3837.0960037261248, 2303.6545595526695, 3971.0630529373884, 2481.4677968621254], [0.0, 1774.647168815136, 158.14459696412058, 1962.7503302693367], [3248.024716615677, 1210.2382802963257, 3461.9900443553925, 1377.4556970596313], [3081.1631681621075, 2068.0047395825386, 3232.826018124819, 2207.659532725811], [3950.5204794555902, 133.22106510400783, 4056.0, 264.34835761785496]]"
